Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST
ak,00024997,2,"Wednesday, January 16, 2008 18:32:46 UTC",61.7211,-150.6986,1.5,57.60,12
uu,01161830,2,"Wednesday, January 16, 2008 18:30:31 UTC",39.4185,-111.2265,1.6,4.40,16
ak,00024651,2,"Wednesday, January 16, 2008 18:20:46 UTC",60.9353,-146.1068,2.6,18.30,27
ak,00024650,3,"Wednesday, January 16, 2008 18:09:54 UTC",62.1749,-145.7988,1.8,10.00,12
ak,00024649,2,"Wednesday, January 16, 2008 18:00:46 UTC",61.5189,-152.2330,1.8,104.00,21
ci,14343180,M,"Wednesday, January 16, 2008 17:32:28 UTC",34.8581,-118.7763,1.4,0.00,08
nc,51194738,1,"Wednesday, January 16, 2008 17:26:33 UTC",38.7718,-122.7503,1.3,0.30,13
nc,51194737,1,"Wednesday, January 16, 2008 17:24:55 UTC",38.7740,-122.7500,1.8,0.60,18
ci,14343172,M,"Wednesday, January 16, 2008 16:27:44 UTC",32.5376,-115.6331,1.7,2.30,15
ak,00024993,2,"Wednesday, January 16, 2008 15:56:02 UTC",51.3407,-178.3330,2.9,25.50,09
ak,00024646,2,"Wednesday, January 16, 2008 15:52:43 UTC",60.0140,-152.6390,2.1,93.10,17
uu,01161531,2,"Wednesday, January 16, 2008 15:31:00 UTC",44.7742,-110.4588,1.8,2.10,18
uu,01161525,2,"Wednesday, January 16, 2008 15:25:36 UTC",44.7738,-110.4677,1.4,2.00,15
ak,00024991,2,"Wednesday, January 16, 2008 15:10:32 UTC",62.9226,-151.3173,1.3,109.20,11
nc,51194735,1,"Wednesday, January 16, 2008 15:03:03 UTC",37.3903,-118.5695,2.3,12.50,38
ak,00024644,2,"Wednesday, January 16, 2008 15:02:17 UTC",61.7690,-149.5823,1.9,30.50,27
nc,51194734,1,"Wednesday, January 16, 2008 14:48:12 UTC",35.5047,-121.4917,2.0,0.00,25
pr,p0801603,1,"Wednesday, January 16, 2008 14:45:20 UTC",18.0560,-67.8933,3.3,117.20,13
uu,01161430,2,"Wednesday, January 16, 2008 14:30:21 UTC",39.4145,-111.2225,1.3,1.80,12
ak,00024643,2,"Wednesday, January 16, 2008 14:18:19 UTC",63.7466,-149.2678,1.3,109.50,14
us,2008mgan,Q,"Wednesday, January 16, 2008 13:39:40 UTC",37.8125,71.4825,4.6,216.00,10
ak,00024987,2,"Wednesday, January 16, 2008 13:30:28 UTC",60.5916,-152.2444,1.8,86.30,19
ak,00024986,2,"Wednesday, January 16, 2008 13:29:15 UTC",64.8840,-139.4627,2.1,3.00,12
nc,51194733,1,"Wednesday, January 16, 2008 13:26:59 UTC",38.8247,-122.8040,1.8,3.10,20
nc,51194732,1,"Wednesday, January 16, 2008 13:26:47 UTC",38.8228,-122.8053,1.0,3.10,13
ak,00024641,2,"Wednesday, January 16, 2008 13:24:14 UTC",54.9055,-161.3408,2.2,57.90,08
nc,51194731,1,"Wednesday, January 16, 2008 12:51:48 UTC",37.9902,-118.6830,2.6,5.90,55
nc,51194730,1,"Wednesday, January 16, 2008 12:51:40 UTC",39.4765,-122.9627,1.7,6.20,10
ak,00024640,2,"Wednesday, January 16, 2008 12:48:13 UTC",62.1958,-150.1961,1.4,2.30,16
ci,14343152,M,"Wednesday, January 16, 2008 12:38:48 UTC",33.3305,-116.3596,1.4,13.00,49
nc,51194727,1,"Wednesday, January 16, 2008 11:54:49 UTC",37.4722,-118.7308,1.6,2.70,21
us,2008mgak,T,"Wednesday, January 16, 2008 11:54:44 UTC",32.3495,85.1464,5.9,11.50,191
ak,00024634,3,"Wednesday, January 16, 2008 11:12:33 UTC",50.1471,179.2811,4.1,20.10,12
nc,51194726,1,"Wednesday, January 16, 2008 11:01:58 UTC",38.8188,-122.8178,1.6,2.90,21
ak,00024632,2,"Wednesday, January 16, 2008 10:43:18 UTC",61.7008,-149.9064,1.6,42.90,18
nc,51194725,1,"Wednesday, January 16, 2008 10:41:25 UTC",37.5980,-119.4185,2.7,0.60,62
ak,00024631,2,"Wednesday, January 16, 2008 10:40:56 UTC",65.9173,-147.1758,2.1,13.00,19
ak,00024628,2,"Wednesday, January 16, 2008 10:25:40 UTC",62.1798,-145.5753,2.7,15.20,38
ci,14343140,M,"Wednesday, January 16, 2008 10:16:25 UTC",33.9268,-116.8021,1.7,12.70,57
ak,00024626,2,"Wednesday, January 16, 2008 10:10:56 UTC",61.8515,-151.4111,1.7,74.20,16
ak,00024978,2,"Wednesday, January 16, 2008 09:56:28 UTC",62.5627,-149.7232,1.2,60.40,09
ci,14343136,M,"Wednesday, January 16, 2008 09:37:29 UTC",34.2645,-117.0936,1.6,10.30,61
nc,51194722,1,"Wednesday, January 16, 2008 09:35:39 UTC",38.8272,-122.7672,1.2,2.00, 9
ak,00024625,2,"Wednesday, January 16, 2008 09:21:02 UTC",62.7561,-150.9259,1.4,89.10,14
ak,00024623,2,"Wednesday, January 16, 2008 09:14:52 UTC",63.4535,-151.2256,1.1,2.20,08
nc,51194721,1,"Wednesday, January 16, 2008 09:12:33 UTC",38.8325,-122.7780,1.1,1.50,15
ak,00024975,2,"Wednesday, January 16, 2008 08:54:38 UTC",62.0986,-148.7717,1.5,35.00,22
ci,14343132,M,"Wednesday, January 16, 2008 08:26:48 UTC",32.7151,-115.4143,1.9,14.30,25
nc,51194718,1,"Wednesday, January 16, 2008 08:13:51 UTC",36.2367,-120.3792,1.4,9.40,12
ak,00024620,2,"Wednesday, January 16, 2008 08:04:45 UTC",62.1710,-145.6071,2.4,10.50,31
ak,00024619,2,"Wednesday, January 16, 2008 08:02:08 UTC",63.2568,-151.1520,1.6,6.80,14
ak,00024617,2,"Wednesday, January 16, 2008 07:41:31 UTC",53.5318,-166.4114,2.7,69.80,15
ak,00024616,2,"Wednesday, January 16, 2008 07:36:32 UTC",55.8366,-159.2315,2.6,100.60,11
ak,00024969,2,"Wednesday, January 16, 2008 07:33:49 UTC",59.9226,-152.9292,2.2,99.00,18
se,hwb0116a,A,"Wednesday, January 16, 2008 07:13:32 UTC",34.6100,-85.1900,1.8,5.50, 6
ci,14343124,M,"Wednesday, January 16, 2008 07:08:13 UTC",33.9376,-116.9656,1.1,18.70,26
ci,14343128,M,"Wednesday, January 16, 2008 07:06:03 UTC",32.1846,-115.2011,1.9,6.00,12
ci,14343120,M,"Wednesday, January 16, 2008 07:00:16 UTC",35.3488,-118.5718,1.3,6.30,11
ci,14343116,M,"Wednesday, January 16, 2008 06:57:54 UTC",32.7061,-115.4066,1.9,13.00,17
ak,00024615,2,"Wednesday, January 16, 2008 06:19:36 UTC",63.2582,-151.1609,1.3,8.20,09
ak,00024614,2,"Wednesday, January 16, 2008 06:10:02 UTC",63.2738,-151.1626,1.4,11.60,10
uu,01160605,2,"Wednesday, January 16, 2008 06:05:22 UTC",39.4188,-111.2062,1.1,5.10,11
ci,12329795,M,"Wednesday, January 16, 2008 05:44:32 UTC",34.8615,-118.9840,1.6,11.20,16
ci,14343108,M,"Wednesday, January 16, 2008 05:43:52 UTC",35.3480,-118.5631,1.9,5.50,25
ak,00024612,2,"Wednesday, January 16, 2008 05:38:14 UTC",54.6431,-161.1367,2.9,3.20,16
ak,00024611,2,"Wednesday, January 16, 2008 05:29:20 UTC",61.9699,-148.2506,2.3,34.80,35
uw,01160529,1,"Wednesday, January 16, 2008 05:29:10 UTC",46.2001,-122.1764,1.1,0.00, 6
ak,00024608,2,"Wednesday, January 16, 2008 05:28:34 UTC",61.9994,-151.0328,1.9,67.00,19
uu,01160512,2,"Wednesday, January 16, 2008 05:12:06 UTC",39.4243,-111.2192,1.3,5.10,10
uu,01160506,2,"Wednesday, January 16, 2008 05:06:11 UTC",38.9990,-111.3812,1.9,13.90, 8
ci,14343104,M,"Wednesday, January 16, 2008 04:25:09 UTC",33.8328,-116.7828,2.3,15.60,101
uu,01160422,2,"Wednesday, January 16, 2008 04:22:11 UTC",39.4110,-111.1803,2.1,10.60, 7
pr,p0801601,1,"Wednesday, January 16, 2008 04:11:56 UTC",17.7620,-67.9667,4.1,61.90,35
uu,01160340,2,"Wednesday, January 16, 2008 03:40:52 UTC",39.4168,-111.2123,1.4,2.10,15
ci,14343096,M,"Wednesday, January 16, 2008 03:36:50 UTC",36.0813,-117.8986,1.6,5.30,24
ak,00024961,2,"Wednesday, January 16, 2008 03:20:25 UTC",66.3149,-142.3281,2.1,1.00,07
uu,01160313,2,"Wednesday, January 16, 2008 03:13:25 UTC",39.6653,-110.4947,1.4,5.20, 5
ak,00024959,2,"Wednesday, January 16, 2008 03:11:05 UTC",62.0053,-149.0790,1.6,17.50,19
pr,p0801602,1,"Wednesday, January 16, 2008 03:07:13 UTC",18.4652,-65.5032,3.2,115.00,29
ak,00024958,2,"Wednesday, January 16, 2008 03:04:17 UTC",63.2641,-145.3347,1.6,1.60,09
uu,01160302,2,"Wednesday, January 16, 2008 03:02:06 UTC",39.4238,-111.2120,1.7,5.10, 8
hv,00027538,1,"Wednesday, January 16, 2008 02:58:28 UTC",19.2902,-155.2530,2.9,6.90,00
hv,00027537,1,"Wednesday, January 16, 2008 02:57:52 UTC",19.4092,-155.3152,2.4,6.90,00
ak,00024606,2,"Wednesday, January 16, 2008 02:48:00 UTC",63.3295,-145.0720,2.0,3.40,21
uu,01160226,2,"Wednesday, January 16, 2008 02:26:53 UTC",39.4180,-111.2222,1.2,3.20, 9
ak,00024603,2,"Wednesday, January 16, 2008 02:24:10 UTC",59.6274,-153.0860,2.1,100.80,21
ak,00024602,2,"Wednesday, January 16, 2008 02:17:25 UTC",62.3416,-151.2541,1.7,81.00,17
ak,00024601,2,"Wednesday, January 16, 2008 02:00:35 UTC",62.5647,-149.4423,1.5,57.20,16
ak,00024952,2,"Wednesday, January 16, 2008 01:52:37 UTC",59.9322,-153.1894,2.2,139.20,18
nc,51194706,1,"Wednesday, January 16, 2008 01:30:25 UTC",37.9885,-118.6792,2.3,5.80,23
nc,51194703,1,"Wednesday, January 16, 2008 01:11:39 UTC",38.5103,-122.3088,1.5,2.50,12
ak,00024599,2,"Wednesday, January 16, 2008 00:52:15 UTC",62.2131,-150.1519,1.5,5.30,15
nc,51194702,1,"Wednesday, January 16, 2008 00:48:30 UTC",36.2332,-120.3692,2.6,10.00,104
uu,01160041,2,"Wednesday, January 16, 2008 00:41:08 UTC",39.4273,-111.2015,1.1,4.90, 5
uu,01160040,2,"Wednesday, January 16, 2008 00:39:54 UTC",39.4173,-111.2297,2.2,7.20,26
ci,14343076,M,"Wednesday, January 16, 2008 00:34:05 UTC",33.6883,-116.7565,1.2,15.70,35
ak,00024598,2,"Wednesday, January 16, 2008 00:28:00 UTC",54.4836,-161.6056,2.3,4.70,06
ak,00100824,6,"Wednesday, January 16, 2008 00:11:23 UTC",63.0497,-151.5320,1.8,12.30,04
ak,00024597,2,"Wednesday, January 16, 2008 00:11:23 UTC",63.0454,-151.5356,1.0,10.60,08
ak,00100823,6,"Wednesday, January 16, 2008 00:08:46 UTC",64.9714,-147.3389,1.6,0.30,05
ak,00024596,2,"Wednesday, January 16, 2008 00:08:46 UTC",64.9950,-147.3414,1.4,0.00,05
nc,51194699,1,"Tuesday, January 15, 2008 23:52:27 UTC",37.6077,-122.3542,1.6,12.30,19
ci,14343064,M,"Tuesday, January 15, 2008 23:41:44 UTC",32.9698,-115.9033,2.1,3.90,47
hv,00027536,0,"Tuesday, January 15, 2008 23:30:08 UTC",19.3288,-155.1370,1.8,7.00,00
ak,00100822,6,"Tuesday, January 15, 2008 23:19:15 UTC",63.5287,-147.9397,1.9,1.80,14
ak,00024595,2,"Tuesday, January 15, 2008 23:19:15 UTC",63.5195,-147.9385,1.7,1.70,18
pr,p0801504,1,"Tuesday, January 15, 2008 22:53:22 UTC",17.8247,-65.9663,2.6,6.10,15
us,2008mfbb,7,"Tuesday, January 15, 2008 22:52:33 UTC",-23.2527,-69.5487,4.9,30.00,78
ak,00100821,6,"Tuesday, January 15, 2008 22:44:19 UTC",53.5502,-167.2474,2.6,0.10,08
ak,00024594,2,"Tuesday, January 15, 2008 22:44:14 UTC",53.2669,-166.8291,2.1,22.30,13
nc,51194694,1,"Tuesday, January 15, 2008 22:18:57 UTC",38.8165,-122.7950,1.2,3.50,23
ak,00024842,2,"Tuesday, January 15, 2008 22:11:07 UTC",60.2771,-152.9750,2.2,138.70,22
nc,51194693,1,"Tuesday, January 15, 2008 22:10:17 UTC",38.8143,-122.7963,1.2,3.80,20
uu,00011886,2,"Tuesday, January 15, 2008 22:05:42 UTC",37.5573,-112.5217,2.4,1.30,23
nc,51194690,1,"Tuesday, January 15, 2008 21:38:32 UTC",37.9888,-118.6827,2.3,5.60,57
ak,00024841,2,"Tuesday, January 15, 2008 21:35:06 UTC",60.5386,-147.4546,1.7,11.90,12
nc,51194689,1,"Tuesday, January 15, 2008 21:24:06 UTC",38.8132,-122.8247,1.8,2.40,31
uu,01152100,2,"Tuesday, January 15, 2008 21:00:08 UTC",38.9875,-111.3950,1.5,13.40, 8
nc,51194686,1,"Tuesday, January 15, 2008 20:41:41 UTC",38.8155,-122.8168,1.2,3.00,21
ak,00024536,2,"Tuesday, January 15, 2008 20:41:30 UTC",59.8689,-152.5163,2.4,81.20,31
ak,00100819,6,"Tuesday, January 15, 2008 20:41:30 UTC",59.8509,-152.3869,2.7,82.10,15
ci,14343040,M,"Tuesday, January 15, 2008 20:25:24 UTC",35.2145,-117.4075,1.4,5.60,21
ci,14343036,M,"Tuesday, January 15, 2008 20:01:40 UTC",33.8480,-117.4858,1.8,0.00,17
uu,01151957,2,"Tuesday, January 15, 2008 19:57:37 UTC",39.4155,-111.2162,1.6,3.90,15
nc,51194683,1,"Tuesday, January 15, 2008 19:53:01 UTC",38.7412,-122.7387,1.0,1.30,12
ci,14343032,M,"Tuesday, January 15, 2008 19:51:55 UTC",34.5388,-116.2605,1.7,5.50,23
nc,51194681,1,"Tuesday, January 15, 2008 19:48:31 UTC",38.8382,-122.8305,1.5,2.30,17
ak,00024839,2,"Tuesday, January 15, 2008 19:40:29 UTC",61.7266,-151.4826,1.5,76.10,15
uu,01151929,2,"Tuesday, January 15, 2008 19:29:35 UTC",37.6900,-113.2177,1.0,1.70, 8
nc,51194678,1,"Tuesday, January 15, 2008 19:18:46 UTC",38.8118,-122.8227,2.7,2.60,58
ci,14343020,M,"Tuesday, January 15, 2008 19:08:17 UTC",35.8106,-118.6465,2.3,13.20,45
nc,51194676,1,"Tuesday, January 15, 2008 18:45:47 UTC",38.8213,-122.7867,1.0,2.30,15
nc,51194674,1,"Tuesday, January 15, 2008 18:27:35 UTC",38.8153,-122.8317,1.0,3.10,16
ak,00100810,6,"Tuesday, January 15, 2008 18:01:54 UTC",61.0922,-151.0830,2.3,35.00,14
ak,00024527,2,"Tuesday, January 15, 2008 18:01:54 UTC",61.0787,-151.1403,1.9,58.20,23
us,2008mfa4,R,"Tuesday, January 15, 2008 17:55:41 UTC",36.5384,141.1497,4.9,40.20,41
ak,00024837,2,"Tuesday, January 15, 2008 17:54:55 UTC",62.6043,-151.0543,1.1,71.80,07
uu,01151754,2,"Tuesday, January 15, 2008 17:54:21 UTC",39.4243,-111.2198,1.2,5.00,10
us,2008mfa2,S,"Tuesday, January 15, 2008 17:52:15 UTC",-21.9055,-179.5245,6.5,596.40,228
hv,00027535,0,"Tuesday, January 15, 2008 17:43:22 UTC",19.4307,-155.3635,1.8,4.50,00
nc,51194666,1,"Tuesday, January 15, 2008 17:03:12 UTC",40.5445,-124.1867,2.5,8.50,12
ak,00100807,6,"Tuesday, January 15, 2008 16:19:53 UTC",61.4061,-150.6917,2.0,69.30,05
ak,00024523,2,"Tuesday, January 15, 2008 16:19:53 UTC",61.4150,-150.7289,1.8,75.30,13
uu,01151604,2,"Tuesday, January 15, 2008 16:03:15 UTC",44.6155,-110.6603,1.4,4.00,16
ak,00024835,2,"Tuesday, January 15, 2008 15:52:24 UTC",61.1116,-152.2403,1.9,110.40,13
ak,00024834,2,"Tuesday, January 15, 2008 15:11:56 UTC",63.8700,-149.2969,1.5,115.80,12
ak,00024521,2,"Tuesday, January 15, 2008 15:03:35 UTC",57.2589,-154.9025,2.0,46.10,09
ak,00100805,6,"Tuesday, January 15, 2008 15:03:35 UTC",57.3169,-154.8381,2.4,35.40,06
uu,01151500,2,"Tuesday, January 15, 2008 15:00:23 UTC",44.6125,-110.6627,1.3,4.20,15
uw,01151427,1,"Tuesday, January 15, 2008 14:27:54 UTC",47.8493,-122.6135,2.2,25.70,33
us,2008mfba,Q,"Tuesday, January 15, 2008 14:26:21 UTC",6.1250,126.7997,4.7,114.70,21
uu,01151401,2,"Tuesday, January 15, 2008 14:01:55 UTC",39.6750,-110.4860,1.0,2.20,11
nc,51194662,1,"Tuesday, January 15, 2008 12:52:52 UTC",37.5058,-118.8748,1.3,6.30,14
ci,14342996,M,"Tuesday, January 15, 2008 12:46:23 UTC",35.1063,-118.7758,1.5,8.60,11
ak,00024518,2,"Tuesday, January 15, 2008 12:34:46 UTC",60.8652,-146.9214,2.4,15.00,28
ak,00100802,6,"Tuesday, January 15, 2008 12:34:44 UTC",60.8479,-146.9204,2.5,19.80,17
ci,14342992,M,"Tuesday, January 15, 2008 12:19:55 UTC",33.6681,-116.7278,1.0,16.50,26
ak,00024830,2,"Tuesday, January 15, 2008 11:40:49 UTC",62.8721,-151.3683,1.4,105.10,10
ak,00024829,2,"Tuesday, January 15, 2008 11:16:10 UTC",61.9837,-150.0126,1.2,45.10,08
uw,01151100,1,"Tuesday, January 15, 2008 11:00:19 UTC",47.8571,-122.6206,2.4,25.40,46
nc,51194658,1,"Tuesday, January 15, 2008 10:48:55 UTC",37.9907,-118.6697,1.7,5.30,10
ak,00100800,6,"Tuesday, January 15, 2008 10:44:51 UTC",60.0973,-152.4253,2.0,87.00,13
ak,00024516,2,"Tuesday, January 15, 2008 10:44:51 UTC",60.0956,-152.5219,2.2,89.20,29
nc,51194655,1,"Tuesday, January 15, 2008 10:10:56 UTC",38.7917,-122.7528,1.5,1.40,19
uw,01150959,1,"Tuesday, January 15, 2008 09:59:10 UTC",48.5136,-123.2413,2.0,27.30,34
ak,00024827,2,"Tuesday, January 15, 2008 09:51:32 UTC",59.7156,-152.2012,1.8,75.90,12
us,2008mfaw,Q,"Tuesday, January 15, 2008 09:43:28 UTC",5.6324,92.9467,4.9,35.00,19
nc,51194654,1,"Tuesday, January 15, 2008 09:15:06 UTC",37.7558,-122.1775,1.3,9.70,14
nc,51194652,1,"Tuesday, January 15, 2008 08:20:50 UTC",36.2357,-120.3905,1.4,8.30, 9
ak,00024510,2,"Tuesday, January 15, 2008 08:15:01 UTC",61.2613,-150.7296,1.8,57.30,16
ak,00100797,6,"Tuesday, January 15, 2008 08:15:00 UTC",61.3203,-150.7329,1.7,61.10,12
ak,00100793,6,"Tuesday, January 15, 2008 08:10:01 UTC",61.5710,-149.9838,2.8,34.30,31
ak,00024506,2,"Tuesday, January 15, 2008 08:10:01 UTC",61.5687,-149.9367,2.7,35.20,37
ci,14342984,M,"Tuesday, January 15, 2008 08:06:15 UTC",34.0081,-116.8501,1.9,19.20,89
ak,00100789,6,"Tuesday, January 15, 2008 08:00:41 UTC",61.5553,-149.9368,3.9,30.60,55
ak,00024501,3,"Tuesday, January 15, 2008 08:00:41 UTC",61.5558,-149.9470,3.9,38.10,63
ak,00100788,6,"Tuesday, January 15, 2008 07:53:54 UTC",63.8955,-150.7883,1.4,0.10,04
ak,00024500,2,"Tuesday, January 15, 2008 07:53:52 UTC",64.2803,-151.5201,1.1,14.90,07
us,2008mfau,T,"Tuesday, January 15, 2008 07:44:25 UTC",38.9150,26.0553,4.2,8.80,92
ci,14342976,M,"Tuesday, January 15, 2008 07:43:01 UTC",33.6711,-116.7705,1.3,14.70,42
nc,51194648,1,"Tuesday, January 15, 2008 07:42:23 UTC",38.8373,-122.8287,1.1,2.10,13
ak,00024821,2,"Tuesday, January 15, 2008 07:35:48 UTC",63.9957,-145.3339,1.3,7.50,11
pr,p0801503,1,"Tuesday, January 15, 2008 07:35:37 UTC",18.8160,-64.5537,2.9,97.10,09
nc,51194646,1,"Tuesday, January 15, 2008 07:12:12 UTC",37.9797,-118.6877,2.0,6.00,10
us,2008mfam,S,"Tuesday, January 15, 2008 07:00:55 UTC",70.3865,-15.2154,4.6,10.00,32
us,2008mfar,S,"Tuesday, January 15, 2008 06:55:27 UTC",70.2692,-15.1486,4.5,10.00,14
uu,01150653,2,"Tuesday, January 15, 2008 06:53:55 UTC",44.3100,-110.6060,2.2,4.10,21
nc,51194645,1,"Tuesday, January 15, 2008 06:51:58 UTC",37.9945,-118.6903,1.8,6.60,11
uu,01150650,2,"Tuesday, January 15, 2008 06:49:49 UTC",44.3207,-110.5962,1.4,2.40, 8
nc,51194643,1,"Tuesday, January 15, 2008 06:49:35 UTC",37.9897,-118.6825,1.7,6.00,12
uu,00011875,2,"Tuesday, January 15, 2008 06:49:29 UTC",44.3125,-110.6065,2.4,1.80,19
uu,01150646,2,"Tuesday, January 15, 2008 06:46:13 UTC",44.3153,-110.6020,1.4,2.10,12
uu,01150644,2,"Tuesday, January 15, 2008 06:44:05 UTC",44.3112,-110.6115,1.0,2.20,11
nc,51194642,1,"Tuesday, January 15, 2008 06:43:33 UTC",37.9900,-118.6837,2.6,5.90,66
uu,01150642,2,"Tuesday, January 15, 2008 06:42:48 UTC",44.3232,-110.5987,1.5,6.60, 9
uu,01150641,2,"Tuesday, January 15, 2008 06:41:13 UTC",39.6713,-110.4910,1.2,2.40, 8
uu,01150640,2,"Tuesday, January 15, 2008 06:40:11 UTC",39.6735,-110.4938,1.2,4.50, 8
nc,51194641,2,"Tuesday, January 15, 2008 06:35:18 UTC",37.9828,-118.6857,3.0,5.70,86
us,2008mfap,R,"Tuesday, January 15, 2008 06:33:36 UTC",70.3426,-15.3533,4.4,10.00,13
uu,01150633,2,"Tuesday, January 15, 2008 06:33:00 UTC",39.4198,-111.2195,1.6,3.60,15
ci,14342956,M,"Tuesday, January 15, 2008 06:23:56 UTC",35.7286,-118.0590,1.1,5.60,23
us,2008mfan,Q,"Tuesday, January 15, 2008 06:14:05 UTC",0.9634,126.4682,4.6,76.90,25
ak,00024820,2,"Tuesday, January 15, 2008 06:09:46 UTC",62.1862,-150.7656,1.3,64.00,09
ak,00024819,2,"Tuesday, January 15, 2008 05:58:02 UTC",60.9896,-148.4270,1.4,5.60,08
pr,p0801501,1,"Tuesday, January 15, 2008 05:55:52 UTC",19.3118,-64.5815,3.2,14.30,14
nm,hwb0115a,A,"Tuesday, January 15, 2008 05:53:59 UTC",36.5000,-89.6000,1.7,9.70,16
ci,14342952,M,"Tuesday, January 15, 2008 05:48:03 UTC",32.7815,-116.5845,1.8,12.20,32
ci,14342948,M,"Tuesday, January 15, 2008 05:35:35 UTC",34.1655,-117.5188,1.9,13.80,73
ak,00100786,6,"Tuesday, January 15, 2008 05:33:33 UTC",60.2635,-148.5009,2.0,11.20,07
ak,00024498,2,"Tuesday, January 15, 2008 05:33:33 UTC",60.1868,-148.5604,2.0,9.00,12
nn,00229638,2,"Tuesday, January 15, 2008 05:20:09 UTC",40.0580,-119.9780,1.4,10.70,24
uu,01150517,2,"Tuesday, January 15, 2008 05:17:30 UTC",39.4170,-111.2152,1.3,3.80,11
ak,00024817,2,"Tuesday, January 15, 2008 04:40:27 UTC",62.2142,-154.1238,1.3,1.70,07
nc,51194634,2,"Tuesday, January 15, 2008 04:28:21 UTC",37.9842,-118.6848,3.0,0.40,77
uu,01150426,2,"Tuesday, January 15, 2008 04:26:23 UTC",39.4215,-111.2185,1.6,3.70,11
ci,14342916,M,"Tuesday, January 15, 2008 04:24:47 UTC",34.0160,-116.9768,1.1,18.10,41
nc,51194630,1,"Tuesday, January 15, 2008 04:21:09 UTC",37.9885,-118.6843,2.0,6.20,27
us,2008mfad,Q,"Tuesday, January 15, 2008 04:13:56 UTC",23.3208,121.9333,2.8,35.00, 6
ak,00024496,2,"Tuesday, January 15, 2008 03:58:13 UTC",63.2056,-150.8388,1.8,126.50,18
nn,00229630,2,"Tuesday, January 15, 2008 03:46:31 UTC",37.3580,-117.0970,1.0,8.50,20
ak,00024495,2,"Tuesday, January 15, 2008 03:35:57 UTC",61.9525,-149.9998,1.5,45.80,10
nc,51194626,1,"Tuesday, January 15, 2008 03:30:53 UTC",38.8410,-122.8282,1.3,1.90,15
nc,51194625,1,"Tuesday, January 15, 2008 03:18:41 UTC",36.2093,-120.3222,2.2,9.80,71
nc,51194624,1,"Tuesday, January 15, 2008 03:03:04 UTC",36.4958,-121.0722,2.2,3.60,20
ak,00024494,2,"Tuesday, January 15, 2008 03:02:48 UTC",58.2836,-155.0071,1.0,1.30,06
ak,00100782,6,"Tuesday, January 15, 2008 03:02:48 UTC",58.2900,-155.0281,1.1,0.00,04
ak,00024813,2,"Tuesday, January 15, 2008 02:59:35 UTC",62.1949,-145.6793,1.7,18.70,08
ci,14342892,M,"Tuesday, January 15, 2008 02:25:16 UTC",35.3838,-118.6475,1.0,6.30,14
nc,51194619,1,"Tuesday, January 15, 2008 02:00:30 UTC",38.7233,-122.6732,1.2,4.50,11
nc,51194618,1,"Tuesday, January 15, 2008 01:59:23 UTC",38.7480,-122.7012,1.0,1.50, 8
nc,51194615,1,"Tuesday, January 15, 2008 01:58:18 UTC",38.7280,-122.6887,1.3,5.50,12
nc,51194613,1,"Tuesday, January 15, 2008 01:56:50 UTC",38.7423,-122.6957,1.0,1.10, 9
nc,51194612,1,"Tuesday, January 15, 2008 01:55:49 UTC",38.7012,-122.6515,1.6,8.70, 8
nc,51194611,1,"Tuesday, January 15, 2008 01:50:26 UTC",38.8077,-122.7775,2.4,2.00,44
ak,00100780,6,"Tuesday, January 15, 2008 01:44:36 UTC",64.0270,-148.9299,2.4,9.10,24
ak,00024492,2,"Tuesday, January 15, 2008 01:44:35 UTC",63.9393,-148.9330,2.4,4.60,33
uu,01150136,2,"Tuesday, January 15, 2008 01:36:03 UTC",38.9862,-111.3913,1.5,11.90,10
ci,14342884,M,"Tuesday, January 15, 2008 01:23:14 UTC",33.4175,-116.6036,1.4,11.70,44
ci,14342880,M,"Tuesday, January 15, 2008 00:42:33 UTC",35.0470,-117.6841,2.0,0.00,18
uu,01150038,2,"Tuesday, January 15, 2008 00:38:29 UTC",39.4220,-111.2217,1.5,4.80,12
ak,00100779,6,"Tuesday, January 15, 2008 00:16:27 UTC",64.9655,-147.3384,1.1,0.00,05
uu,01150014,2,"Tuesday, January 15, 2008 00:14:21 UTC",39.6780,-110.4890,1.1,2.10, 9
ci,14342876,M,"Tuesday, January 15, 2008 00:01:10 UTC",33.4836,-116.4580,1.4,14.60,44
ak,00100778,6,"Monday, January 14, 2008 23:56:42 UTC",63.0531,-151.0512,1.6,19.80,04
ak,00024465,2,"Monday, January 14, 2008 23:56:35 UTC",63.3281,-150.5421,1.4,122.00,10
nc,51194604,1,"Monday, January 14, 2008 23:42:24 UTC",36.5595,-121.1300,1.5,2.70, 9
pr,p0801404,1,"Monday, January 14, 2008 23:35:34 UTC",18.0198,-65.3777,2.6,14.20,12
ak,00100777,6,"Monday, January 14, 2008 23:24:45 UTC",64.6292,-147.1394,1.3,0.10,04
uu,01142303,2,"Monday, January 14, 2008 23:03:32 UTC",39.9992,-111.8178,1.0,7.00,15
uu,01142302,2,"Monday, January 14, 2008 23:02:41 UTC",39.4305,-111.2188,1.2,3.80, 7
uw,01142248,1,"Monday, January 14, 2008 22:48:11 UTC",48.0826,-121.9445,1.6,0.00,11
