Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST
ci,14343588,1,"Saturday, January 19, 2008 00:10:37 UTC",32.7128,-116.0576,1.4,11.90,11
nc,51194881,1,"Friday, January 18, 2008 23:59:33 UTC",38.8323,-122.8087,1.2,2.40,15
us,2008mibh,7,"Friday, January 18, 2008 23:46:55 UTC",-15.1114,-74.6627,4.8,54.90,77
ci,14343580,1,"Friday, January 18, 2008 23:41:54 UTC",35.3455,-118.5655,1.5,9.70,17
us,2008miba,Q,"Friday, January 18, 2008 22:21:49 UTC",11.5378,141.3174,5.0,37.30,81
nc,51194879,1,"Friday, January 18, 2008 22:18:57 UTC",40.8465,-122.3948,1.8,3.20, 8
nc,51194877,1,"Friday, January 18, 2008 21:54:08 UTC",38.8255,-122.8307,1.3,2.70,15
us,2008mia6,Q,"Friday, January 18, 2008 21:33:01 UTC",-23.6151,-66.6608,4.3,193.50,29
pr,p0801803,1,"Friday, January 18, 2008 21:20:58 UTC",18.4697,-64.4223,3.0,96.80,07
nc,51194874,1,"Friday, January 18, 2008 20:58:17 UTC",38.8215,-122.7798,1.0,1.20,17
uu,01182056,2,"Friday, January 18, 2008 20:55:16 UTC",39.6253,-110.4300,2.2,1.60,23
uw,01182043,1,"Friday, January 18, 2008 20:43:09 UTC",45.6525,-119.9731,2.2,0.50,12
ak,00024946,1,"Friday, January 18, 2008 20:35:31 UTC",58.9665,-154.6636,2.1,15.80,06
pr,p0801801,1,"Friday, January 18, 2008 20:24:08 UTC",18.4983,-66.4073,3.0,121.40,26
ak,00024945,1,"Friday, January 18, 2008 20:23:37 UTC",62.5790,-150.9922,2.7,16.30,06
ak,00024940,1,"Friday, January 18, 2008 19:34:45 UTC",63.3865,-145.7638,1.1,0.00,04
us,2008miay,Q,"Friday, January 18, 2008 19:31:12 UTC",-20.8747,-179.1888,5.1,640.60,151
ci,14343560,1,"Friday, January 18, 2008 19:19:31 UTC",33.5910,-116.9451,2.1,7.00,11
us,2008miau,Q,"Friday, January 18, 2008 19:18:51 UTC",37.9987,73.1522,4.7,61.60,44
us,2008miaw,Q,"Friday, January 18, 2008 19:18:15 UTC",22.0332,144.4855,4.8,31.70,59
ak,00024935,1,"Friday, January 18, 2008 19:07:49 UTC",59.9722,-151.7130,2.2,20.80,07
uu,01181902,2,"Friday, January 18, 2008 19:02:21 UTC",39.6187,-110.4240,1.6,1.90,11
nc,51194871,1,"Friday, January 18, 2008 18:35:06 UTC",35.7508,-120.3037,1.1,11.70,11
ak,00024933,1,"Friday, January 18, 2008 18:23:18 UTC",61.5037,-146.7221,2.1,27.30,13
us,2008miav,Q,"Friday, January 18, 2008 18:20:28 UTC",21.8098,145.4807,4.6,35.00,47
ak,00024931,1,"Friday, January 18, 2008 17:44:10 UTC",63.4945,-151.3388,1.0,7.60,05
nc,51194864,1,"Friday, January 18, 2008 17:36:38 UTC",37.3743,-121.7313,1.3,7.00,20
nn,00230073,2,"Friday, January 18, 2008 17:29:28 UTC",39.3100,-119.9580,1.2,6.80,22
nn,00230070,2,"Friday, January 18, 2008 17:27:52 UTC",39.3110,-119.9600,2.2,8.30,34
ci,14343552,1,"Friday, January 18, 2008 17:16:33 UTC",36.1188,-117.8706,1.8,2.20,36
ak,00024928,1,"Friday, January 18, 2008 16:47:53 UTC",59.4936,-152.9192,2.7,87.30,31
nc,51194861,1,"Friday, January 18, 2008 16:31:57 UTC",37.4683,-118.6160,1.6,16.80,17
nc,51194860,1,"Friday, January 18, 2008 16:24:19 UTC",35.7963,-120.3518,2.9,10.40,110
nc,51194856,1,"Friday, January 18, 2008 15:50:22 UTC",38.5013,-122.7285,2.1,4.90,27
ci,14343528,1,"Friday, January 18, 2008 15:42:17 UTC",33.6536,-116.6768,1.9,7.00,25
ak,00024921,1,"Friday, January 18, 2008 15:37:44 UTC",61.7522,-146.7416,2.5,19.10,20
nc,51194855,1,"Friday, January 18, 2008 15:29:27 UTC",37.8475,-121.7853,1.7,16.70,17
nc,51194854,1,"Friday, January 18, 2008 15:20:28 UTC",38.8143,-122.7945,2.3,0.00,42
ci,14343524,1,"Friday, January 18, 2008 15:18:18 UTC",35.9850,-117.3151,1.3,9.00,15
nn,00230058,1,"Friday, January 18, 2008 14:54:45 UTC",39.3310,-119.8290,1.1,8.00, 9
ci,14343512,1,"Friday, January 18, 2008 14:47:41 UTC",34.3323,-118.4800,1.8,11.50,18
ak,00024920,1,"Friday, January 18, 2008 14:43:07 UTC",59.3735,-151.5358,2.4,36.90,08
hv,00027560,0,"Friday, January 18, 2008 14:08:11 UTC",19.4118,-155.3200,2.1,5.20,00
nc,51194851,1,"Friday, January 18, 2008 14:07:33 UTC",37.6435,-118.9683,1.2,7.00,16
nc,51194850,1,"Friday, January 18, 2008 14:07:14 UTC",37.6623,-118.9465,1.1,1.20, 8
nn,00230057,1,"Friday, January 18, 2008 13:04:13 UTC",38.2980,-118.7810,1.4,0.00,19
ak,00024915,1,"Friday, January 18, 2008 12:50:11 UTC",65.0320,-147.9165,1.3,0.10,04
nc,51194846,1,"Friday, January 18, 2008 12:38:20 UTC",35.7963,-120.3512,2.9,10.70,95
nc,51194844,1,"Friday, January 18, 2008 12:25:59 UTC",36.6943,-121.3267,1.3,3.50,13
ak,00024913,1,"Friday, January 18, 2008 12:03:11 UTC",63.2021,-151.3818,1.3,16.30,07
us,2008miap,6,"Friday, January 18, 2008 11:34:40 UTC",25.2036,140.8463,5.4,188.90,124
ci,14343484,1,"Friday, January 18, 2008 11:21:22 UTC",34.0805,-118.2670,1.7,7.50,24
uu,01181109,2,"Friday, January 18, 2008 11:08:29 UTC",39.6255,-110.4268,2.2,1.80,22
ci,14343480,1,"Friday, January 18, 2008 10:54:43 UTC",36.1001,-117.8761,1.4,4.20,32
ak,00024905,1,"Friday, January 18, 2008 10:52:31 UTC",50.9929,-178.7632,3.4,9.80,19
nn,00230044,1,"Friday, January 18, 2008 10:26:34 UTC",39.3690,-119.9600,1.2,8.00,16
ak,00024904,1,"Friday, January 18, 2008 10:18:13 UTC",51.6125,-178.8902,2.8,60.10,09
ci,14343464,1,"Friday, January 18, 2008 09:52:28 UTC",32.6665,-115.3776,2.8,16.20,36
ak,00024902,1,"Friday, January 18, 2008 09:38:31 UTC",51.8298,-178.6810,2.9,0.10,04
ak,00024897,1,"Friday, January 18, 2008 09:33:24 UTC",50.9749,-178.8117,3.9,0.10,24
us,2008mial,7,"Friday, January 18, 2008 09:28:19 UTC",51.2443,-178.8917,4.9,28.20,143
ci,14343460,1,"Friday, January 18, 2008 09:25:26 UTC",34.0293,-116.8040,1.2,14.90,47
ci,14343456,1,"Friday, January 18, 2008 09:08:58 UTC",32.6573,-115.3326,1.9,12.70,13
ci,14343452,1,"Friday, January 18, 2008 09:08:04 UTC",32.6676,-115.3823,2.6,10.50,40
ak,00024891,1,"Friday, January 18, 2008 09:05:31 UTC",63.2138,-150.3998,1.3,100.00,14
ci,14343448,1,"Friday, January 18, 2008 08:31:23 UTC",35.3508,-118.5803,1.8,9.60,26
ci,14343444,1,"Friday, January 18, 2008 08:31:07 UTC",35.3471,-118.5650,1.7,9.60,19
ci,14343440,1,"Friday, January 18, 2008 08:28:03 UTC",33.4735,-116.5765,1.6,13.80,23
nc,51194837,1,"Friday, January 18, 2008 08:22:06 UTC",38.8217,-122.8180,1.4,2.50,16
ci,14343436,1,"Friday, January 18, 2008 08:11:33 UTC",35.3410,-118.5758,1.9,12.90,19
ci,14343432,1,"Friday, January 18, 2008 08:10:50 UTC",35.9445,-117.6881,2.2,3.70,35
ak,00024885,1,"Friday, January 18, 2008 08:10:05 UTC",66.3740,-148.9431,2.1,35.40,04
us,2008miaj,Q,"Friday, January 18, 2008 08:08:08 UTC",-20.8181,-178.9340,4.6,585.90,75
hv,00027557,0,"Friday, January 18, 2008 07:43:11 UTC",19.5462,-155.6125,2.0,7.40,00
ak,00024883,1,"Friday, January 18, 2008 07:33:04 UTC",61.5081,-151.7374,1.9,95.80,07
nc,51194833,1,"Friday, January 18, 2008 07:31:01 UTC",35.6003,-120.7117,2.3,0.00,64
ak,00024882,1,"Friday, January 18, 2008 07:15:00 UTC",51.3232,-178.4973,3.4,35.30,17
ak,00024875,1,"Friday, January 18, 2008 06:45:59 UTC",64.6023,-147.2683,1.0,5.00,05
ak,00024876,1,"Friday, January 18, 2008 06:43:46 UTC",60.9871,-149.1891,1.6,26.90,04
ak,00024873,1,"Friday, January 18, 2008 06:24:20 UTC",63.5204,-146.6606,2.1,0.00,17
ak,00024870,2,"Friday, January 18, 2008 06:12:05 UTC",52.3043,-167.9002,2.1,7.00,07
hv,00027556,0,"Friday, January 18, 2008 05:36:01 UTC",19.3378,-155.1145,2.9,8.10,00
us,2008mian,R,"Friday, January 18, 2008 05:27:07 UTC",9.8873,57.4430,4.5,10.00,19
nc,51194831,1,"Friday, January 18, 2008 05:13:34 UTC",37.3878,-121.7438,2.5,7.00,108
uu,01180505,2,"Friday, January 18, 2008 05:04:05 UTC",39.6248,-110.4257,2.3,1.60,23
ci,14343400,1,"Friday, January 18, 2008 04:47:12 UTC",34.4695,-118.4590,1.7,10.30,29
nc,51194829,1,"Friday, January 18, 2008 04:35:20 UTC",38.8105,-122.7810,1.3,1.60,16
ci,14343396,1,"Friday, January 18, 2008 04:26:50 UTC",33.6974,-118.1223,1.3,0.00,23
nc,51194828,1,"Friday, January 18, 2008 04:23:30 UTC",39.9448,-123.3417,2.2,8.60,21
ci,14343392,1,"Friday, January 18, 2008 04:11:49 UTC",35.9488,-117.6748,1.6,3.80,27
ci,14343384,1,"Friday, January 18, 2008 03:45:43 UTC",33.3391,-116.2118,1.4,8.10,49
ak,00024864,1,"Friday, January 18, 2008 03:42:24 UTC",64.6425,-149.3964,2.1,19.50,14
ak,00024861,1,"Friday, January 18, 2008 03:27:35 UTC",63.7522,-148.9032,1.0,97.00,12
ci,14343376,1,"Friday, January 18, 2008 03:07:25 UTC",33.3475,-116.4101,1.0,13.50,44
us,2008mibi,Q,"Friday, January 18, 2008 03:00:47 UTC",23.9243,121.5081,4.0,10.00, 5
nc,51194826,1,"Friday, January 18, 2008 02:49:13 UTC",38.8298,-122.7577,1.4,1.20,17
ak,00024859,1,"Friday, January 18, 2008 02:35:56 UTC",62.1888,-145.8031,2.8,0.10,14
uu,01180235,2,"Friday, January 18, 2008 02:35:02 UTC",39.4267,-111.2135,1.3,3.50, 9
us,2008miah,Q,"Friday, January 18, 2008 02:13:03 UTC",-22.0088,-179.4794,4.3,551.50,34
hv,00027554,0,"Friday, January 18, 2008 02:07:47 UTC",19.4362,-155.3687,2.1,5.40,00
ci,14343372,M,"Friday, January 18, 2008 02:06:09 UTC",34.8838,-118.9708,2.8,7.10,100
uu,01180146,2,"Friday, January 18, 2008 01:46:48 UTC",39.6193,-110.4253,1.5,2.00,12
ak,00024855,1,"Friday, January 18, 2008 01:46:11 UTC",64.8973,-148.5323,1.1,15.20,07
ak,00024852,1,"Friday, January 18, 2008 01:39:23 UTC",63.2341,-150.4461,1.8,100.00,21
uw,01180138,1,"Friday, January 18, 2008 01:38:01 UTC",46.1974,-122.1991,1.0,1.40, 7
uu,01180128,2,"Friday, January 18, 2008 01:28:24 UTC",39.4195,-111.2003,1.5,2.60, 9
nc,51194821,1,"Friday, January 18, 2008 01:20:01 UTC",38.8405,-122.8327,1.0,2.20,10
ak,00024850,1,"Friday, January 18, 2008 01:07:48 UTC",61.9438,-151.1744,2.1,7.40,15
ci,14343368,M,"Friday, January 18, 2008 00:34:53 UTC",33.0286,-114.8355,1.9,17.40,07
ak,00024849,1,"Friday, January 18, 2008 00:23:52 UTC",53.0742,-168.6806,2.8,15.50,05
ak,00024845,1,"Friday, January 18, 2008 00:05:35 UTC",64.8453,-148.7589,1.2,21.50,04
ak,00025050,2,"Thursday, January 17, 2008 23:52:17 UTC",61.4498,-150.2672,1.5,53.10,11
ak,00024810,2,"Thursday, January 17, 2008 23:41:27 UTC",64.7931,-148.6392,1.0,16.10,07
us,2008mha8,8,"Thursday, January 17, 2008 23:07:02 UTC",38.1566,100.1856,4.7,11.70,27
ak,00024809,2,"Thursday, January 17, 2008 22:48:39 UTC",58.1959,-154.1089,3.1,69.40,36
ak,00025047,2,"Thursday, January 17, 2008 22:45:28 UTC",62.9120,-151.2788,1.7,107.40,09
ak,00025046,2,"Thursday, January 17, 2008 22:34:56 UTC",54.4435,-161.5554,2.5,13.20,09
nc,51194815,1,"Thursday, January 17, 2008 22:24:00 UTC",38.8365,-122.8302,1.4,2.20,16
uu,01172216,2,"Thursday, January 17, 2008 22:15:03 UTC",38.9898,-111.3947,2.3,7.70,19
nn,00229985,1,"Thursday, January 17, 2008 22:00:39 UTC",35.9959,-115.1620,2.3,0.00,29
nc,51194812,1,"Thursday, January 17, 2008 22:00:17 UTC",36.6797,-121.3052,2.0,3.10,14
us,2008mha4,6,"Thursday, January 17, 2008 22:00:14 UTC",34.8732,-113.9624,2.9,5.00, 9
ci,14343352,M,"Thursday, January 17, 2008 21:58:01 UTC",36.0480,-117.8080,1.9,2.70,21
nc,51194811,1,"Thursday, January 17, 2008 21:50:02 UTC",36.5425,-121.1347,1.9,8.70,28
ci,14343348,M,"Thursday, January 17, 2008 21:46:17 UTC",33.9059,-116.3441,1.6,6.00,09
nc,51194809,1,"Thursday, January 17, 2008 21:23:59 UTC",38.8285,-122.7773,1.1,0.90,16
nc,51194808,1,"Thursday, January 17, 2008 21:00:59 UTC",38.8453,-122.8343,1.0,0.40, 9
nn,00229981,1,"Thursday, January 17, 2008 20:54:59 UTC",36.1380,-115.2310,1.6,8.00,18
nn,00229979,1,"Thursday, January 17, 2008 20:51:31 UTC",38.6170,-117.1650,2.0,0.00,11
hv,00027551,0,"Thursday, January 17, 2008 20:49:06 UTC",19.8677,-155.8397,1.9,35.10,00
ci,14343336,M,"Thursday, January 17, 2008 20:30:38 UTC",35.7410,-118.0310,1.4,3.10,16
ak,00024761,2,"Thursday, January 17, 2008 20:13:23 UTC",63.4606,-147.8954,1.1,7.30,09
uu,00011910,5,"Thursday, January 17, 2008 19:59:19 UTC",40.7283,-111.7683,1.3,1.00,17
nc,51194807,1,"Thursday, January 17, 2008 19:54:32 UTC",36.8500,-122.0422,1.9,17.70,26
us,2008mhay,Q,"Thursday, January 17, 2008 19:46:45 UTC",67.9337,-136.2801,5.2,10.00,198
ci,14343328,M,"Thursday, January 17, 2008 19:36:29 UTC",35.2153,-117.4050,1.9,6.00,29
ak,00025043,2,"Thursday, January 17, 2008 19:08:28 UTC",54.4548,-161.4837,2.3,12.50,05
nc,51194802,1,"Thursday, January 17, 2008 18:52:09 UTC",36.2380,-120.7942,2.4,8.00,57
ak,00025042,2,"Thursday, January 17, 2008 18:50:59 UTC",63.5210,-146.6875,1.2,0.70,11
ak,00024754,2,"Thursday, January 17, 2008 18:17:57 UTC",51.0361,-179.5094,3.1,4.80,08
ak,00025040,2,"Thursday, January 17, 2008 18:11:44 UTC",52.3706,-167.9591,2.3,26.10,09
ak,00025039,2,"Thursday, January 17, 2008 18:10:48 UTC",54.4424,-161.4600,2.7,12.30,09
ci,14343308,M,"Thursday, January 17, 2008 18:04:28 UTC",35.4160,-118.6530,1.5,8.50,16
nc,51194800,1,"Thursday, January 17, 2008 17:51:18 UTC",38.8260,-122.8278,1.2,2.20,13
ci,14343300,M,"Thursday, January 17, 2008 17:32:33 UTC",34.6388,-117.1138,1.6,0.00,09
us,2008mha2,Q,"Thursday, January 17, 2008 17:25:17 UTC",-3.1013,100.9549,4.8,49.80,27
ci,14343296,M,"Thursday, January 17, 2008 17:12:37 UTC",36.0146,-117.7978,1.2,6.00,09
ak,00024752,2,"Thursday, January 17, 2008 17:09:10 UTC",53.9075,-163.5602,3.0,25.60,25
nn,00229959,1,"Thursday, January 17, 2008 16:48:43 UTC",37.2960,-117.5090,1.3,0.00,16
us,2008mhau,R,"Thursday, January 17, 2008 15:39:16 UTC",52.9831,159.3444,5.2,68.00,136
nc,51194796,1,"Thursday, January 17, 2008 15:13:54 UTC",38.7675,-122.7390,2.3,1.20,34
ak,00024746,2,"Thursday, January 17, 2008 14:40:55 UTC",62.4053,-149.1145,1.4,1.80,22
ak,00025036,2,"Thursday, January 17, 2008 14:24:08 UTC",62.2550,-145.8313,1.5,9.60,09
ak,00024744,2,"Thursday, January 17, 2008 14:05:37 UTC",63.4959,-146.0148,2.2,8.40,26
uu,01171356,2,"Thursday, January 17, 2008 13:56:23 UTC",39.6747,-110.4907,1.5,1.80,11
pr,p0801702,1,"Thursday, January 17, 2008 13:53:11 UTC",18.8295,-64.2327,3.0,36.40,09
ak,00024738,2,"Thursday, January 17, 2008 13:20:10 UTC",62.1235,-151.3716,1.8,77.50,21
ci,14343288,M,"Thursday, January 17, 2008 13:07:36 UTC",33.1183,-116.8150,1.1,15.50,16
nc,51194795,1,"Thursday, January 17, 2008 12:51:07 UTC",37.4940,-121.7997,1.0,9.50,11
ak,00025030,2,"Thursday, January 17, 2008 12:49:31 UTC",55.1857,-135.2735,3.1,25.00,08
nn,00229950,1,"Thursday, January 17, 2008 12:30:25 UTC",37.2960,-117.5090,1.4,0.00,11
ak,00024736,2,"Thursday, January 17, 2008 12:24:10 UTC",63.5192,-146.6786,2.4,2.50,33
ak,00025028,2,"Thursday, January 17, 2008 11:57:01 UTC",64.8522,-149.1618,1.0,14.30,16
uu,01171148,2,"Thursday, January 17, 2008 11:48:30 UTC",39.6800,-110.4862,1.2,2.20,11
nc,51194792,1,"Thursday, January 17, 2008 11:46:01 UTC",38.8155,-122.8165,1.5,2.70,19
nc,51194791,1,"Thursday, January 17, 2008 11:25:55 UTC",38.8232,-122.8263,2.3,2.30,34
ci,14343280,M,"Thursday, January 17, 2008 11:14:34 UTC",33.6855,-116.7818,1.0,17.80,40
nc,51194790,1,"Thursday, January 17, 2008 11:02:41 UTC",35.5913,-120.7975,1.8,7.50,10
ci,14343276,M,"Thursday, January 17, 2008 10:35:54 UTC",33.7184,-116.8415,1.8,16.80,60
uu,01171031,2,"Thursday, January 17, 2008 10:31:31 UTC",42.4635,-111.2065,1.2,1.00,24
nc,51194788,1,"Thursday, January 17, 2008 10:15:41 UTC",38.4198,-122.4328,1.9,4.20,26
ak,00024734,2,"Thursday, January 17, 2008 09:09:24 UTC",63.2115,-145.0147,1.6,0.40,15
uu,01170835,2,"Thursday, January 17, 2008 08:35:22 UTC",39.6732,-110.4858,1.1,2.50, 9
ak,00025025,2,"Thursday, January 17, 2008 08:16:13 UTC",52.0685,-165.7071,2.6,20.10,09
nc,51194784,1,"Thursday, January 17, 2008 08:05:21 UTC",38.7657,-122.7193,1.4,2.30,10
us,2008mhak,6,"Thursday, January 17, 2008 07:18:44 UTC",43.9431,84.1253,4.6,10.00,11
us,2008mhai,7,"Thursday, January 17, 2008 07:09:56 UTC",32.3152,85.1014,4.6,10.00,26
ci,14343272,M,"Thursday, January 17, 2008 07:07:06 UTC",35.3596,-118.5698,1.5,5.90,07
uw,01170659,1,"Thursday, January 17, 2008 06:59:12 UTC",46.1938,-122.1904,1.2,0.00, 4
nc,51194782,1,"Thursday, January 17, 2008 06:59:05 UTC",39.4835,-122.9665,2.6,10.20,21
nn,00229945,1,"Thursday, January 17, 2008 06:42:09 UTC",37.8290,-115.4710,1.8,0.00,35
uu,01170636,2,"Thursday, January 17, 2008 06:36:46 UTC",39.4267,-111.2135,1.5,4.80, 9
us,2008mhaj,7,"Thursday, January 17, 2008 06:25:44 UTC",43.7115,84.3128,4.8,12.30,35
nc,51194781,1,"Thursday, January 17, 2008 06:23:45 UTC",37.4158,-121.7658,1.9,6.70,56
nc,51194780,1,"Thursday, January 17, 2008 06:18:35 UTC",37.4668,-118.7338,1.7,3.70,18
nc,51194779,1,"Thursday, January 17, 2008 06:09:09 UTC",36.5537,-121.1485,2.3,8.60,60
ci,14343264,O,"Thursday, January 17, 2008 06:04:46 UTC",33.3290,-116.3140,1.1,5.50,21
ci,14343260,M,"Thursday, January 17, 2008 06:00:03 UTC",35.9508,-117.2981,1.5,6.80,14
ci,14343256,M,"Thursday, January 17, 2008 05:55:55 UTC",35.9513,-117.3043,1.4,6.60,12
ak,00024731,2,"Thursday, January 17, 2008 05:55:42 UTC",66.6874,-147.3137,2.5,15.00,15
uu,01170544,2,"Thursday, January 17, 2008 05:44:49 UTC",39.4237,-111.2200,1.5,2.50,10
ci,14343248,M,"Thursday, January 17, 2008 05:40:41 UTC",35.9558,-117.3006,2.1,5.10,28
ci,14343244,M,"Thursday, January 17, 2008 05:26:23 UTC",35.9515,-117.3058,1.1,5.30,13
ci,14343240,M,"Thursday, January 17, 2008 05:15:02 UTC",35.9555,-117.3048,2.1,4.40,29
ak,00024730,2,"Thursday, January 17, 2008 05:14:21 UTC",63.2901,-151.5244,1.6,11.80,11
nc,51194776,1,"Thursday, January 17, 2008 05:11:07 UTC",39.4743,-122.9630,2.2,10.50,14
uu,01170502,2,"Thursday, January 17, 2008 05:02:27 UTC",39.4272,-111.2163,1.5,3.60,10
ci,14343236,M,"Thursday, January 17, 2008 04:56:22 UTC",35.3823,-118.5805,1.2,11.30,11
nc,51194775,1,"Thursday, January 17, 2008 04:12:40 UTC",35.5357,-120.8547,1.5,6.30,18
ak,00025021,2,"Thursday, January 17, 2008 04:07:14 UTC",63.9560,-145.7148,1.3,4.10,11
ak,00025020,2,"Thursday, January 17, 2008 04:02:08 UTC",61.7318,-150.7854,1.2,65.40,08
nc,51194774,1,"Thursday, January 17, 2008 03:59:44 UTC",36.7135,-121.3462,1.5,5.30,10
ak,00024728,2,"Thursday, January 17, 2008 03:11:43 UTC",61.2932,-146.8970,2.1,14.80,31
us,2008mhaf,Q,"Thursday, January 17, 2008 03:04:13 UTC",24.5252,122.0395,4.2,10.00, 7
uw,01170256,1,"Thursday, January 17, 2008 02:56:39 UTC",46.8510,-121.7566,1.1,2.40,13
uu,01170253,2,"Thursday, January 17, 2008 02:53:40 UTC",39.4200,-111.2297,1.6,4.60,15
ak,00025018,2,"Thursday, January 17, 2008 02:44:34 UTC",61.5267,-146.6544,1.4,17.30,14
uu,01170239,2,"Thursday, January 17, 2008 02:39:37 UTC",39.4272,-111.2223,1.5,3.70,12
ak,00025017,2,"Thursday, January 17, 2008 02:39:29 UTC",62.9399,-150.6208,1.2,92.10,10
ak,00025016,2,"Thursday, January 17, 2008 02:38:05 UTC",61.4656,-152.0196,1.4,92.70,12
ak,00025015,2,"Thursday, January 17, 2008 02:30:47 UTC",59.5753,-152.7539,1.8,100.00,12
uu,01170220,2,"Thursday, January 17, 2008 02:20:41 UTC",38.9995,-111.3953,1.6,16.20, 9
nc,51194768,1,"Thursday, January 17, 2008 02:10:55 UTC",38.8338,-122.8283,1.2,3.00,13
uu,01170208,2,"Thursday, January 17, 2008 02:08:21 UTC",38.9898,-111.3933,1.6,7.40,16
uw,01170132,1,"Thursday, January 17, 2008 01:32:47 UTC",48.2283,-121.6536,2.1,4.00,27
uu,01170117,2,"Thursday, January 17, 2008 01:17:44 UTC",44.7600,-110.4455,1.1,2.00,10
ci,14343216,M,"Thursday, January 17, 2008 01:07:58 UTC",33.0381,-115.5771,1.5,16.00,33
uw,01170039,1,"Thursday, January 17, 2008 00:39:37 UTC",48.8035,-122.1149,1.5,2.90,15
us,2008mhad,Q,"Thursday, January 17, 2008 00:36:45 UTC",32.3799,85.0403,4.2,37.90,23
uu,01170013,2,"Thursday, January 17, 2008 00:13:54 UTC",39.4273,-111.2168,1.7,3.40, 9
ak,00024669,2,"Thursday, January 17, 2008 00:11:01 UTC",64.9910,-147.3325,1.1,0.00,07
ak,00024666,2,"Wednesday, January 16, 2008 23:53:31 UTC",51.6612,-173.0535,4.0,147.90,22
us,2008mgbh,T,"Wednesday, January 16, 2008 23:47:31 UTC",9.7240,-72.6490,4.7,168.50,111
ak,00024665,2,"Wednesday, January 16, 2008 23:38:24 UTC",63.4664,-145.9884,1.3,11.10,12
us,2008mgbj,Q,"Wednesday, January 16, 2008 23:34:52 UTC",-16.7020,-72.5723,4.4,81.20,22
nn,00229910,1,"Wednesday, January 16, 2008 23:28:50 UTC",37.1230,-116.3020,1.1,0.00,10
nc,51194766,1,"Wednesday, January 16, 2008 23:15:58 UTC",38.8235,-122.7982,1.3,3.60,19
nc,51194764,1,"Wednesday, January 16, 2008 22:48:32 UTC",38.7512,-122.7010,1.0,2.30,10
ak,00024663,2,"Wednesday, January 16, 2008 22:42:55 UTC",60.5758,-151.8438,2.2,74.00,30
uu,01162241,2,"Wednesday, January 16, 2008 22:41:53 UTC",39.5910,-110.3805,1.7,1.30,12
uw,01162226,1,"Wednesday, January 16, 2008 22:26:46 UTC",44.0649,-121.8653,1.8,0.00, 5
nc,51194761,1,"Wednesday, January 16, 2008 22:25:40 UTC",37.4698,-118.7308,1.4,4.90,16
uu,01162222,2,"Wednesday, January 16, 2008 22:22:03 UTC",39.4197,-111.2238,1.4,3.20,17
nc,51194758,1,"Wednesday, January 16, 2008 22:17:39 UTC",38.7427,-122.6967,1.0,2.30,10
ci,14343208,M,"Wednesday, January 16, 2008 22:15:17 UTC",34.4376,-116.2038,1.9,7.30,34
ci,14343204,O,"Wednesday, January 16, 2008 22:10:02 UTC",32.7685,-115.4431,1.7,13.20,17
uu,01162142,2,"Wednesday, January 16, 2008 21:42:47 UTC",42.3922,-111.6267,1.5,14.40, 7
ak,00025004,2,"Wednesday, January 16, 2008 21:37:14 UTC",59.5623,-153.4685,2.1,122.90,19
pr,p0801604,1,"Wednesday, January 16, 2008 21:27:34 UTC",19.0280,-64.5055,3.0,72.70,10
nc,51194756,1,"Wednesday, January 16, 2008 21:21:07 UTC",38.8170,-122.8247,1.5,2.90,20
ak,00024659,3,"Wednesday, January 16, 2008 21:07:47 UTC",52.7551,-167.6314,3.2,28.00,18
ak,00024658,2,"Wednesday, January 16, 2008 21:04:35 UTC",63.9071,-148.9349,1.0,9.30,09
nc,51194754,1,"Wednesday, January 16, 2008 21:01:52 UTC",38.7518,-122.7052,1.2,1.30,11
nn,00229865,1,"Wednesday, January 16, 2008 21:00:43 UTC",39.4129,-119.6490,1.6,0.00,13
nc,51194753,2,"Wednesday, January 16, 2008 21:00:17 UTC",38.7570,-122.7040,2.8,1.00,71
ak,00025001,2,"Wednesday, January 16, 2008 20:43:08 UTC",57.3879,-154.7691,1.8,10.50,07
uu,01162037,2,"Wednesday, January 16, 2008 20:37:18 UTC",44.8648,-111.4237,1.1,12.90,20
ak,00024657,2,"Wednesday, January 16, 2008 20:34:36 UTC",63.4903,-151.3467,1.7,1.00,12
nc,51194749,1,"Wednesday, January 16, 2008 20:20:41 UTC",36.6432,-121.2317,1.3,7.00, 8
ci,14343200,Q,"Wednesday, January 16, 2008 19:56:56 UTC",34.0563,-117.2645,1.4,18.10,19
uu,01161957,2,"Wednesday, January 16, 2008 19:55:20 UTC",38.9838,-111.3932,1.4,2.30,11
uu,01161947,2,"Wednesday, January 16, 2008 19:47:12 UTC",39.4207,-111.2198,2.0,2.40, 8
ak,00024655,2,"Wednesday, January 16, 2008 19:08:54 UTC",60.9486,-150.6229,1.9,51.90,15
nc,51194743,1,"Wednesday, January 16, 2008 18:55:59 UTC",37.6335,-118.9053,1.1,2.10, 9
ci,14343188,M,"Wednesday, January 16, 2008 18:38:20 UTC",33.7371,-117.4901,1.7,14.30,25
nc,51194740,1,"Wednesday, January 16, 2008 18:36:55 UTC",37.3253,-122.1103,1.5,0.00,11
ak,00024653,2,"Wednesday, January 16, 2008 18:36:22 UTC",63.2605,-151.1742,1.7,5.00,10
uu,01161833,2,"Wednesday, January 16, 2008 18:33:30 UTC",40.7272,-111.7585,1.4,1.60, 5
